slug;source;freq;position;channel;priority_group;priority_label;segment_orig;federal_count;regional_count;yandex_count;top10_domains;city_from;city_to;price
perm-vereshhagino;old;29;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;3;19;0;catalogtaksi.ru|www.taxi2000.ru|uralavtotaxi.ru|www.mezhgorod.taxi|kiwitaxi.ru|obltaxi.ru|taksisvo.ru|taxi.drive-luxe.ru|1taxopark.ru|taxi-perm.su|takse.ru|taxivezde.ru|deshevotaxi.ru|xn----7sbp3acjidhfbkt.su|rustransfer.org|www.taxi-love.ru|mejgorodtaxi.ru|mobilodeon.ru|www.perm-taxi-region.ru|www.intui.travel|mezhgorod-taksi.ru|taxi-perm-perm-krai-ru.taxigator.ru|vk.com|transfere.ru|taksi-gorod.ru|xn--159-5cd4bl3cf.xn--p1ai|taxinomerok.ru|xn----7sbyhmmrebi.xn--p1ai|www.avito.ru|2gis.ru;Пермь;Верещагино;4000
saratov-doneczk-rostovskaya-oblast;old;29;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;25;0;sky-transfer.ru|ug.taxi|saratov.taxi24h.ru|taksisvo.ru|www.avito.ru|sochi.taxi|msk.taxi|taxi.drive-luxe.ru|www.mezhgorod.taxi|1taxopark.ru|taxi555.ru|saratov.taksi24.taxi|taxi533.ru|taksi-gorod.ru|taxi-cosmos.ru|saratov.taxi-krim.com|www.taxi-love.ru|mejgorod-taxi.ru|korona-taksi.ru|mezhgorod-rf.ru|taxiaero-simferopol.ru|1tmehgorod.ru|taxi-lider64.ru|saratov.simferopol-aeroport.taxi|mb-taxi.ru|taxivezde.ru|obltaxi.ru|catalogtaksi.ru|regionaltaxi.ru|jupiter-tmc.ru;Саратов;Донецк;23000
moskva-blagoveshhensk;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;17;11;1;taxi555.ru|www.taxi2000.ru|ugtaxi.ru|www.mezhgorod.taxi|1taxopark.ru|taxivezde.ru|taksi-gorod.ru|www.taxi-love.ru|taxi.drive-luxe.ru|taksisvo.ru;;;
vladimir-yurev-polskij;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;18;7;1;taxi555.ru|catalogtaksi.ru|deshevotaxi.ru|taksisvo.ru|xn--33-6kcu3bqdcefbvh.xn--p1ai|www.taxi-love.ru|taxi.drive-luxe.ru|taxivezde.ru|www.mezhgorod.taxi|www.taxi2000.ru;;;
voronezh-alekseevka;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;19;11;0;kubtaxi.ru|catalogtaxi.ru|taxi555.ru|tratatur.ru|taksisvo.ru|www.mezhgorod.taxi|catalogtaksi.ru|1taxopark.ru|taxi.drive-luxe.ru|www.taxi2000.ru;;;
kurgan-shadrinsk;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;17;8;1;deshevotaxi.ru|catalogtaksi.ru|www.mezhgorod.taxi|taxi-russia.su|1taxopark.ru|rustransfer.org|taxivezde.ru|ru-travel.org|www.taxi-love.ru|vse-taxi.com;;;
kursk-zhukov;new;28;10;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;20;7;3;taksi-gorod.ru|taksisvo.ru|jupiter-tmc.ru|rustransfer.org|takse.ru|vse-taxi.com|deshevotaxi.ru|mejgorodtaxi.ru|catalogtaksi.ru|city2city.ru;;;
samara-zhigulevsk;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;16;9;1;www.xn-----7kcbaaphbhdai9a3awnjra5bnrctq.xn--p1ai|sky-transfer.ru|taksisvo.ru|xn----7sbabxukdmwuiegm.xn--p1ai|1taxopark.ru|vse-taxi.com|unit-transfer.ru|catalogtaksi.ru|kiwitaxi.ru|mejgorod-taxi.ru;;;
samara-zhigulyovsk;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;18;8;1;sky-transfer.ru|www.xn-----7kcbaaphbhdai9a3awnjra5bnrctq.xn--p1ai|kiwitaxi.ru|taxi555.ru|xn----7sbabxukdmwuiegm.xn--p1ai|vse-taxi.com|1taxopark.ru|www.mezhgorod.taxi|unit-transfer.ru|taxi.drive-luxe.ru;;;
ekaterinburg-kamyshlov;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;18;6;0;deshevotaxi.ru|willway.ru|kiwitaxi.ru|ugtravel.ru|www.mezhgorod.taxi|taksi-ekb.ru|xn-----6kccfjdehdbgxjti1a2ala5bhdewr6a.xn--p1ai|taxi.drive-luxe.ru|1taxopark.ru|www.taxi2000.ru;;;
stavropol-budyonnovsk;new;28;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;21;8;2;kubtaxi.ru|tratatur.ru|ugtaxi.ru|www.taxi2000.ru|perfect-taxi.ru|taxi-ug.ru|1taxopark.ru|catalogtaksi.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru;;;
tambov-proletarskij;new;28;2;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;19;3;3;yandex.ru|city2city.ru|taksisvo.ru|zoon.ru|taxi555.ru|www.taxi703703.com|1taxopark.ru|deshevotaxi.ru|2gis.ru|obltaxi.ru;;;
melitopol-simferopol;new;28;13;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT_NEW;8;17;0;melitopol.taxi24h.ru|melitopol.taksi24.taxi|melitopol.taxi-krim.com|t.me|kubtaxi.ru|transferug.ru|taksi-gorod.ru|taxi-ug.ru|mezhgorod-rf.ru|melitopol.simferopol-aeroport.taxi;;;
belgorod-korocha;old;28;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;0;7;0;taxi555.ru|xn----7sbyhcmnbsdikx.xn--p1ai|catalogtaksi.ru|deshevotaxi.ru|www.taxi2000.ru|taksisvo.ru|taxi.drive-luxe.ru|taksi-gorod.ru|1taxopark.ru|mezhgorod-rf.ru;Белгород;Короча;3000
perm-kudymkar;old;28;4;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;19;0;taxi24online.ru|taxi555.ru|taxi-perm.su|city2city.ru|1taxopark.ru|taksi-gorod.ru|www.mezhgorod.taxi|catalogtaksi.ru|www.taxi2000.ru|yandex.ru|taxivezde.ru|taksisvo.ru|www.rome2rio.com|rustransfer.org|www.intui.travel|korona-taksi.ru|jupiter-tmc.ru|takse.ru|www.taxi-love.ru|obltaxi.ru|xn----7sbp3acjidhfbkt.su|mejgorodtaxi.ru|deshevotaxi.ru|www.perm-taxi-region.ru|taxi-realtransfer-mejgorod.ru|mezhgorod-taksi.ru|taxi-perm-perm-krai-ru.taxigator.ru|perm.perivoz.ru|xn--80aaahzdndlon5ak.xn--p1ai|xn--e1aohf5d.xn--80akxkdedu.xn--p1acf;Пермь;Кудымкар;6000
kazan-volgograd;old;28;8;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;7;0;www.avito.ru|kubtaxi.ru|kazan.sevastopol24.taxi|taksi-gorod.ru|tratatur.ru|taxi533.ru|kazan.taxi24h.ru|city2city.ru|ugtaxi.ru|kazan.taksi24.taxi;Казань;Волгоград;30900
tyumen-sibaj;old;28;5;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;14;0;vk.com|taksisvo.ru|rustransfer.org|taxi-cosmos.ru|city2city.ru|jupiter-tmc.ru|taxi-russia.su|mejgorodtaxi.ru|club212769364.orgs.biz|taxitops.ru|takse.ru|deshevotaxi.ru|catalogtaksi.ru|xn--e1aner7ci.xn--80akxkdedu.xn--p1acf|mezhgorod-taksi.ru|m.ok.ru|www.avito.ru|taxi.yandex.ru|yandex.ru|xn--72-glcedg4btat.xn--p1ai|uslugi.yandex.ru|perevozka24.com|xn--d1abb2a.xn--p1ai|kudanado.by|xn----8sbnojigiuni.xn--p1ai|nomera-taksi.ru|taxi-sever-24-sibaj-bajmak.clients.site|ridesharing.biletyplus.ru|surgut-sibay-taksi-jamal.clients.site|www.rome2rio.com;Тюмень;Сибай;23700
sankt-peterburg-sortavala;old;28;5;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;3;23;0;sky-transfer.ru|www.avito.ru|taxitoday.ru|kiwitaxi.ru|city2city.ru|taxi555.ru|ugtaxi.ru|taxi-cosmos.ru|taxideshevo.com|unit-transfer.ru|www.taxi2000.ru|mb-taxi.ru|www.taxi-love.ru|rustransfer.org|transferug.ru|transfers.unitaxi.ru|taxivezde.ru|takse.ru|vk.com|vtstaxi.ru|www.intui.travel|obltaxi.ru|glavtaxi-spb.ru|intercity-taxispb.ru|spb.platov-transfer.ru|mezhgorod-taksi.ru|xn----7sbebjgab2at5brxcj5g.xn--p1ai|onlinetaxi-spb.ru|catalogtaksi.ru|mejgorodtaxi.ru;Санкт-Петербург;Сортавала;8200
voronezh-gubkin;old;28;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;24;0;kubtaxi.ru|taxi-ug.ru|catalogtaksi.ru|tratatur.ru|taxi-cosmos.ru|taksi-gorod.ru|taxi555.ru|cabway.ru|takse.ru|obltaxi.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|1taxopark.ru|www.taxi2000.ru|taksisvo.ru|taksi-services.ru|rustransfer.org|mejgorod-taxi.ru|taxi-russia.su|taxivezde.ru|www.intui.travel|deshevotaxi.ru|taxicamry.ru|www.taxi-love.ru|mb-taxi.ru|vse-taxi.com|ru-travel.org|mezhdugorodnee-taxi24.ru|taxi-vizov.ru|mejgorodtaxi.ru;Воронеж;Губкин;4000
perm-oxansk;old;28;11;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;21;0;vk.com|uralavtotaxi.ru|www.taxi2000.ru|taxi555.ru|taxivezde.ru|taksi-gorod.ru|taxi.drive-luxe.ru|taksisvo.ru|obltaxi.ru|catalogtaksi.ru|city2city.ru|takse.ru|rustransfer.org|taxi-perm.su|www.taxi-love.ru|1taxopark.ru|deshevotaxi.ru|www.taxi-rokada.ru|xn----7sbp3acjidhfbkt.su|www.perm-taxi-region.ru|www.rome2rio.com|mejgorodtaxi.ru|mezhgorod-taksi.ru|taxi-nomera.ru|mobilodeon.ru|www.intui.travel|taxi-perm-perm-krai-ru.taxigator.ru|taxinomerok.ru|taxi-realtransfer-mejgorod.ru|xn----7sbyhmmrebi.xn--p1ai;Пермь;Оханск;3200
ekaterinburg-shadrinsk;old;28;;SEO;E_MONITOR;SEO мониторинг;SEO_MONITOR;2;3;0;yandex.ru|2gis.ru|www.tourister.ru|www.avito.ru|kiwitaxi.ru|taxi-avantime.ru|willway.ru|transfers.unitaxi.ru|uslugi.yandex.ru|taksi-gorod.ru;международный аэропорт Кольцово Екатеринбург;Шадринск;6900
orenburg-sibaj;old;28;5;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;2;19;0;sky-transfer.ru|taxi555.ru|taksisvo.ru|taxi-cosmos.ru|city2city.ru|yandex.ru|taxivezde.ru|taxi.drive-luxe.ru|1taxopark.ru|rustransfer.org|www.taxi2000.ru|catalogtaksi.ru|takse.ru|obltaxi.ru|deshevotaxi.ru|ab-taxi.ru|taxi-russia.su|www.rome2rio.com|mezhgorod.taxi-ekvator.ru|mejgorodtaxi.ru|www.blablacar.ru|www.intui.travel|vk.com|ridesharing.biletyplus.ru|mezhgorod-taksi.ru|taxi-nomer.ru|ru-travel.org|xn--90aee6admdx.xn--80akxkdedu.xn--p1acf|taxi-orenburg-orenburg-oblast-ru.taxigator.ru|taxinomerok.ru;Оренбург;Сибай;10000
moskva-gagarin;new;27;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;10;14;0;taxi-mobil.ru|taxi555.ru|www.mezhgorod.taxi|mezhgorod.taxi-ekvator.ru|ab-taxi.ru|1taxopark.ru|www.taxi2000.ru|xn----7sbyhcmnbsdikx.xn--p1ai|wing-taxi.ru|www.taxi-love.ru;;;
moskva-gus-xrustalnyj;new;27;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;12;15;1;ab-taxi.ru|taxi555.ru|www.taxi2000.ru|taxi-mobil.ru|www.mezhgorod.taxi|www.taximasters.ru|1taxopark.ru|xn----7sbyhcmnbsdikx.xn--p1ai|yandex.ru|logitaxi.ru;;;
moskva-torzhok;new;27;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;12;13;0;taxi-mobil.ru|taxi555.ru|www.taxi2000.ru|xn----7sbyhcmnbsdikx.xn--p1ai|www.mezhgorod.taxi|www.taxi-love.ru|www.100mtaxi.ru|taxi.drive-luxe.ru|ab-taxi.ru|1taxopark.ru;;;
vladimir-lakinsk;new;27;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;19;7;0;catalogtaxi.ru|taxi555.ru|transfer-vlad33.ru|taksi-gorod.ru|taxi.drive-luxe.ru|taksisvo.ru|deshevotaxi.ru|taxivezde.ru|www.mezhgorod.taxi|takse.ru;;;
vladimir-raduzhnyj;new;27;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;22;4;2;catalogtaksi.ru|deshevotaxi.ru|transfer-vlad33.ru|www.taxi2000.ru|taxi-vladimir-vladimir-oblast-ru.taxigator.ru|1taxopark.ru|taksisvo.ru|taxivezde.ru|xn--33-6kcu3bqdcefbvh.xn--p1ai|taksi-gorod.ru;;;
krasnodar-afipskij;new;27;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;17;9;2;kubtaxi.ru|taxi-ug.ru|tratatur.ru|taksi-gorod.ru|willway.ru|geltaxi.ru|ugtravel.com|kiwitaxi.ru|taxi555.ru|taxi.transferplustravel.com;;;
oryol-kirovskij;new;27;20;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT_NEW;14;14;2;taxi555.ru|taxivezde.ru|orel.taxi24h.ru|ug.taxi|orel.sevastopol24.taxi|yandex.ru|orel.taxi-krim.com|orel.aeroport-simferopol.taxi|taxi.yandex.ru|vezet.ru;;;
ekaterinburg-svobodnyj;new;27;1;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;21;2;3;city2city.ru|deshevotaxi.ru|www.taxi2000.ru|taxi.drive-luxe.ru|taksisvo.ru|xn----7sbyhcmnbsdikx.xn--p1ai|taxivezde.ru|1taxopark.ru|taksi-gorod.ru|mejgorodtaxi.ru;;;
chelyabinsk-plast;new;27;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;21;6;3;driver174.ru|intercity74.ru|taxidesyatka.ru|taxi555.ru|www.taxi2000.ru|taksi-gorod.ru|catalogtaksi.ru|taksisvo.ru|yandex.ru|1taxopark.ru;;;
nizhnij-novgorod-ardatov-mordoviya;old;27;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;21;0;1taxopark.ru|taxi555.ru|vk.com|taksi-gorod.ru|www.taxi2000.ru|www.mezhgorod.taxi|taxivezde.ru|taxi.drive-luxe.ru|taxigorkovskoe.ru|takse.ru|taxi-russia.su|rustransfer.org|www.taxi-love.ru|catalogtaksi.ru|obltaxi.ru|mejgorodtaxi.ru|mezhgorod-taksi.ru|www.intui.travel|deshevotaxi.ru|mb-taxi.ru|mobilodeon.ru|perevozka24.com|www.rome2rio.com|zakaz-taxi-105.orgs.biz|www.avito.ru|2gis.ru|taxinomerok.ru|ok.ru|taxi-nizhny-novgorod-nizhny-novgorod-oblast-ru.taxigator.ru|order-taxi.ru;Нижний Новгород;Ардатов;8000
ivanovo-yuzha;old;27;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;0;8;0;deshevotaxi.ru|catalogtaksi.ru|1taxopark.ru|www.mezhgorod.taxi|takse.ru|taxi.drive-luxe.ru|taxivezde.ru|mejgorodtaxi.ru|obltaxi.ru|www.taxi-rokada.ru;Иваново;Южа;3000
kaluga-lyudinovo;old;27;2;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;0;6;0;taxi555.ru|city2city.ru|catalogtaksi.ru|1taxopark.ru|tmkaluga.ru|www.taxi-love.ru|www.mezhgorod.taxi|www.taxi-rokada.ru|takse.ru|taksisvo.ru;Калуга;Людиново;5800
tula-kimovsk;old;27;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;21;0;taxi555.ru|catalogtaksi.ru|www.taxi2000.ru|1taxopark.ru|rustransfer.org|xn----7sbyhcmnbsdikx.xn--p1ai|taxivezde.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|taksisvo.ru|takse.ru|www.taxi-rokada.ru|obltaxi.ru|mejgorodtaxi.ru|transfer71.ru|taxi-tula-tula-oblast-ru.taxigator.ru|deshevotaxi.ru|taksi-services.ru|www.rome2rio.com|taxi-mezhgorod24.ru|mobilodeon.ru|mezhgorod-taksi.ru|taksi-gorod.ru|xn--80affnblthori.xn--p1ai|www.avito.ru|mezhdugorodnee-taksi.ru|2gis.ru|taxinomerok.ru|taxi.yandex.ru|zoon.ru;Тула;Кимовск;2000
vladivostok-arsenev;old;27;5;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;2;14;0;kiwitaxi.ru|unit-transfer.ru|deshevotaxi.ru|catalogtaksi.ru|city2city.ru|drive125.ru|transfers.unitaxi.ru|www.tourister.ru|rustransfer.org|yandex.ru|takse.ru|1tmehgorod.ru|sky-transfer.ru|mezhgorod-taksi.ru|www.intui.travel|www.avtovokzaly.ru|xn----8sbba8abcp7dh.xn--p1ai|taxomarket.ru|ru-travel.org|www.rome2rio.com|taxi-nomera.ru|ubitaxi.ru|taxi-vladivostok-primorsky-krai-ru.taxigator.ru|xn----8sbear7aqwdih2a.xn--p1ai|transfergid.ru|taxi.yandex.ru|y-taxi.ru|go.yandex|www.taximezgorod.com|albatros-bct.com;Владивосток;Арсеньев;10000
ekaterinburg-ulyanovsk;old;27;10;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;9;0;ugtaxi.ru|taksi-gorod.ru|yekaterinburg.taksi24.taxi|yekaterinburg.taxi24h.ru|taxi533.ru|www.taxi2000.ru|taxi.drive-luxe.ru|taxi555.ru|unit-transfer.ru|city2city.ru;Екатеринбург;Ульяновск;30200
saratov-kamyshin;old;27;9;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;24;0;kubtaxi.ru|taxi-russia.su|tratatur.ru|taxi555.ru|taxi533.ru|taxi.drive-luxe.ru|taxi24online.ru|taksi-gorod.ru|city2city.ru|taxi-ug.ru|www.mezhgorod.taxi|1taxopark.ru|taxi-cosmos.ru|rustransfer.org|obltaxi.ru|www.taxi-love.ru|catalogtaksi.ru|vse-taxi.com|deshevotaxi.ru|taxigorkovskoe.ru|www.avito.ru|mb-taxi.ru|mejgorodtaxi.ru|taxi-lider64.ru|mejgorod-taxi.ru|mezhgorod-rf.ru|taksisvo.ru|taxivezde.ru|www.intui.travel|mezhgorod-taksi.ru;Саратов;Камышин;6300
vladivostok-partizansk;old;27;5;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;15;0;sky-transfer.ru|catalogtaksi.ru|unit-transfer.ru|rustransfer.org|city2city.ru|takse.ru|deshevotaxi.ru|mezhgorod-taksi.ru|drive125.ru|www.farpost.ru|www.tourister.ru|www.intui.travel|xn----8sbba8abcp7dh.xn--p1ai|taksi-gorod.ru|taxi-vladivostok-primorsky-krai-ru.taxigator.ru|transfere.ru|jupiter-tmc.ru|www.rome2rio.com|ru-travel.org|transfergid.ru|taxi.yandex.ru|2gis.ru|xn----8sbear7aqwdih2a.xn--p1ai|m.avito.ru|uslugi.yandex.ru|perevozka24.com|vladivostok.taximaxim.ru|www.taximezgorod.com|go.yandex|vladivostok.taxipoehali.ru;Владивосток;Партизанск;5800
stavropol-novoaleksandrovsk;old;27;11;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;3;21;0;kubtaxi.ru|obltaxi.ru|taxi-ug.ru|tratatur.ru|ugtaxi.ru|catalogtaxi.ru|perfect-taxi.ru|1taxopark.ru|kiwitaxi.ru|taxi.drive-luxe.ru|city2city.ru|taxi555.ru|taksisvo.ru|deshevotaxi.ru|rustransfer.org|catalogtaksi.ru|taksi-gorod.ru|takse.ru|mejgorodtaxi.ru|taxivezde.ru|transfers.unitaxi.ru|www.taxi-love.ru|www.rome2rio.com|www.intui.travel|mezhgorod-taksi.ru|airport-service-taxi.ru|www.avito.ru|ubitaxi.ru|mobilodeon.ru|transferug.ru;Ставрополь;Новоалександровск;3600
belgorod-kazan;old;27;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;9;0;kubtaxi.ru|tratatur.ru|belgorod.taxi24h.ru|taxi555.ru|taxi533.ru|taxi-ug.ru|ugtaxi.ru|taksi-gorod.ru|belgorod.taksi24.taxi|www.taxi2000.ru;Белгород;Казань;38600
kazan-orsk;old;27;7;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;6;0;orskkazan.ru|taxi555.ru|orsk-kazan.ru|taxi533.ru|taksi-gorod.ru|1taxopark.ru|city2city.ru|www.mezhgorod.taxi|taksisvo.ru|taxi.drive-luxe.ru;Казань;Орск;29700
novosibirsk-belovo;old;27;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;19;0;royalcars54.ru|starcars54.ru|www.avito.ru|sky-transfer.ru|aa-go.ru|willway.ru|abv-auto.com|taxi555.ru|www.taxi2000.ru|ab-taxi.ru|1taxopark.ru|deshevotaxi.ru|sib-transfer.ru|taxivezde.ru|rustransfer.org|www.intui.travel|taxi.drive-luxe.ru|taxi-russia.su|www.taxi-love.ru|vk.com|obltaxi.ru|www.taxi-rokada.ru|taksi-gorod.ru|jupiter-tmc.ru|takse.ru|vse-taxi.com|catalogtaksi.ru|viptaxinsk.ru|alfa-taxi154.ru|mezhgorod-taksi.ru;Новосибирск;Белово;8000
vologda-harovsk;old;27;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;0;22;0;catalogtaxi.ru|taxi555.ru|taksisvo.ru|www.mezhgorod.taxi|www.taxi2000.ru|deshevotaxi.ru|1taxopark.ru|rustransfer.org|yandex.ru|takse.ru|taxivezde.ru|korona-taksi.ru|obltaxi.ru|mejgorodtaxi.ru|transfer35.ru|ru-travel.org|mezhgorod-taksi.ru|www.taxi-love.ru|vtstaxi.ru|taxigator.ru|vk.com|www.rome2rio.com|taxi-mezhgorod24.ru|catalogtaksi.ru|xn--80adde7arb.xn--80akxkdedu.xn--p1acf|taxi-nomera.ru|internet-taksi.ru|taxitaksi.ru|xn--80afdpcl3cf.xn--p1ai|vologda.taksi.name;Вологда;Харовск;3500
tambov-uvarovo;old;27;4;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;21;0;taxi555.ru|kubtaxi.ru|taxi-ug.ru|city2city.ru|tratatur.ru|1taxopark.ru|catalogtaksi.ru|taxi.drive-luxe.ru|taksisvo.ru|deshevotaxi.ru|taxi-russia.su|www.taxi2000.ru|taxivezde.ru|rustransfer.org|takse.ru|obltaxi.ru|mezhgorod.taxi-ekvator.ru|mejgorodtaxi.ru|jupiter-tmc.ru|www.avito.ru|mezhgorod-taksi.ru|www.taxi-love.ru|mb-taxi.ru|mobilodeon.ru|www.rome2rio.com|xn--80acd2blu.xn--80akxkdedu.xn--p1acf|perevozka24.com|transfergid.ru|order-taxi.ru|y-taxi.ru;Тамбов;Уварово;4300
kazan-belgorod;old;27;7;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;8;0;kubtaxi.ru|ugtaxi.ru|tratatur.ru|kazan.taxi24h.ru|taxi533.ru|kazan.taksi24.taxi|city2city.ru|taxi-ug.ru|taksisvo.ru|mejgorod-taxi.ru;Казань;Белгород;40400
smolensk-safonovo;old;27;2;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;20;0;catalogtaksi.ru|city2city.ru|turtransfer.ru|xn----7sbyhcmnbsdikx.xn--p1ai|1taxopark.ru|taxi555.ru|www.taxi2000.ru|www.mezhgorod.taxi|takse.ru|taksisvo.ru|obltaxi.ru|www.taxi-love.ru|taxivezde.ru|rustransfer.org|deshevotaxi.ru|mezhgorod-taksi.ru|taxi-smolensk-smolensk-oblast-ru.taxigator.ru|mejgorodtaxi.ru|taksi-services.ru|transfer67.ru|taxi-mezhgorod24.ru|m.avito.ru|mobilodeon.ru|www.rustore.ru|apps.apple.com|y-taxi.ru|perevozka24.com|mezhdugorodnee-taksi.ru|xn--80affnblthori.xn--p1ai|uslugi.yandex.ru;Смоленск;Сафоново;3600
samara-tujmazy;old;27;11;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;18;0;xn----7sbabxukdmwuiegm.xn--p1ai|dzen.ru|catalogtaxi.ru|vk.com|taksisvo.ru|www.avito.ru|taksi-gorod.ru|taxi-cosmos.ru|taxi555.ru|yandex.ru|city2city.ru|taxi.drive-luxe.ru|www.taxi2000.ru|taxivezde.ru|www.mezhgorod.taxi|1taxopark.ru|www.taxi-rokada.ru|rustransfer.org|mejgorod-taxi.ru|takse.ru|taxibelka.ru|xn----7sbp3acjidhfbkt.su|www.intui.travel|yandex.ru|taxi-samara.su|obltaxi.ru|deshevotaxi.ru|www.taxi-love.ru|sky-avto.ru|vse-taxi.com;Самара;Туймазы;9000
irkutsk-bodajbo;old;27;2;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;0;6;0;rustransfer.org|city2city.ru|taksi-gorod.ru|catalogtaksi.ru|takse.ru|www.transfer38.ru|deshevotaxi.ru|yandex.ru|yandex.ru|mezhgorod-taksi.ru;Иркутск;Бодайбо;43800
moskva-konakovo;new;26;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;11;16;0;taxi-mobil.ru|www.taxi2000.ru|xn----7sbyhcmnbsdikx.xn--p1ai|www.taxi-rokada.ru|taxi-russia.ru|www.mezhgorod.taxi|taxi555.ru|mezhgorod.taxi-ekvator.ru|kiwitaxi.ru|www.taxi-love.ru;;;
moskva-pokrovskoe;new;26;4;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;13;13;1;taxi-mobil.ru|taxispeed.ru|ugtaxi.ru|city2city.ru|taksi-gorod.ru|istra.obltaxi.ru|www.mezhgorod.taxi|taksisvo.ru|1taxopark.ru|kiwitaxi.ru;;;
moskva-sokol;new;26;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;14;13;2;taxi555.ru|oldtaxi.ru|zoon.ru|taximoskva.com|www.yell.ru|www.taxi-love.ru|2gis.ru|nyt.ru|1taxopark.ru|taxivezde.ru;;;
krasnodar-tbilisskaya;new;26;;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;14;13;2;kubtaxi.ru|taxi-ug.ru|tratatur.ru|ugtaxi.ru|www.krd-taxi.ru|perfect-taxi.ru|taxi.transferplustravel.com|geltaxi.ru|taxi555.ru|1taxopark.ru;;;
saratov-krasnyj;new;26;30;NONE;Z_LOW_PRIORITY;Низкий приоритет (новые);LOW_PRIORITY;19;6;3;taksisvo.ru|taxi555.ru|catalogtaksi.ru|1taxopark.ru|taksi-gorod.ru|deshevotaxi.ru|taxi-cosmos.ru|yandex.ru|taxi.drive-luxe.ru|rustransfer.org;;;
