url;gorod1;gorod2;rasstoyanie
https://city2city.ru/moskva-sosenskij.html;Москва;Сосенский;
https://city2city.ru/moskva-suxinichi.html;Москва;Сухиничи;
https://city2city.ru/moskva-usman.html;Москва;Усмань;
https://city2city.ru/moskva-velizh.html;Москва;Велиж;
https://city2city.ru/moskva-yurev-polskij.html;Москва;Юрьев-Польский;
https://city2city.ru/moskva-zavolzhe.html;Москва;Заволжье;
https://city2city.ru/moskva-zheleznogorsk.html;Москва;Железногорск;
https://city2city.ru/moskva-zhizdra.html;Москва;Жиздра;
https://city2city.ru/murmansk-astrahan.html;Мурманск;Астрахань;
https://city2city.ru/murmansk-belgorod.html;Мурманск;Белгород;
https://city2city.ru/murmansk-berezniki.html;Мурманск;Березники;
https://city2city.ru/murmansk-nizhniy-novgorod.html;Мурманск;Нижний Новгород;
https://city2city.ru/murmansk-pavlovo.html;Мурманск;Павлово;
https://city2city.ru/murmansk-petrozavodsk.html;Мурманск;Петрозаводск;
https://city2city.ru/murmansk-rostov-na-donu.html;Мурманск;Ростов-на-Дону;
https://city2city.ru/murmansk-tula.html;Мурманск;Тула;
https://city2city.ru/nizhnij-novgorod-boksitogorsk.html;Нижний Новгород;Бокситогорск;
https://city2city.ru/nizhnij-novgorod-dubrovka.html;Нижний Новгород;деревня Дубровка;
https://city2city.ru/nizhnij-novgorod-elista.html;Нижний Новгород;Элиста;
https://city2city.ru/nizhnij-novgorod-gryazi.html;Нижний Новгород;Грязи;
https://city2city.ru/nizhnij-novgorod-michurinsk.html;Нижний Новгород;Мичуринск;
https://city2city.ru/nizhnij-novgorod-oktyabrskij.html;Нижний Новгород;поселок Октябрьский;
https://city2city.ru/nizhnij-novgorod-pestyaki.html;Нижний Новгород;посёлок городского типа Пестяки;
https://city2city.ru/nizhnij-novgorod-rylsk.html;Нижний Новгород;Рыльск;
https://city2city.ru/nizhnij-novgorod-sovetskoe.html;Нижний Новгород;посёлок городского типа Советское;
https://city2city.ru/nizhnij-novgorod-staryj-oskol.html;Нижний Новгород;Старый Оскол;
https://city2city.ru/nizhnij-novgorod-tyoploe.html;Нижний Новгород;рабочий посёлок Тёплое;
https://city2city.ru/nizhnij-novgorod-xarp.html;Нижний Новгород;посёлок городского типа Харп;
https://city2city.ru/novosibirsk-kansk.html;Новосибирск;Канск;
https://city2city.ru/novosibirsk-nazarovo.html;Новосибирск;Назарово;
https://city2city.ru/novosibirsk-strezhevoy.html;Новосибирск;Стрежевой;
https://city2city.ru/novosibirsk-zheleznogorsk.html;Новосибирск;Железногорск;
https://city2city.ru/orenburg-adler.html;Оренбург;Адлер;
https://city2city.ru/orenburg-aleksandrov.html;Оренбург;Александров;
https://city2city.ru/orenburg-anapa.html;Оренбург;Анапа;
https://city2city.ru/orenburg-ivanovo.html;Оренбург;Иваново;
https://city2city.ru/orenburg-kujbyshevo.html;Оренбург;село Куйбышево;
https://city2city.ru/orenburg-mixajlovka.html;Оренбург;Михайловка;
https://city2city.ru/orenburg-saransk.html;Оренбург;Саранск;
https://city2city.ru/orenburg-valujki.html;Оренбург;Валуйки;
https://city2city.ru/oryol-belye-berega.html;Орёл;посёлок Белые Берега;
https://city2city.ru/oryol-dorogobuzh.html;Орёл;Дорогобуж;
https://city2city.ru/oryol-ivanovo.html;Орёл;Иваново;
https://city2city.ru/oryol-klimovo.html;Орёл;посёлок Климово;
https://city2city.ru/oryol-kolomna.html;Орёл;Коломна;
https://city2city.ru/oryol-kovrov.html;Орёл;Ковров;
https://city2city.ru/oryol-loo.html;Орёл;посёлок Лоо;
https://city2city.ru/oryol-lugovoj.html;Орёл;посёлок городского типа Луговой;
https://city2city.ru/oryol-pikalyovo.html;Орёл;Пикалёво;
https://city2city.ru/oryol-pionerskij.html;Орёл;посёлок городского типа Пионерский;
https://city2city.ru/oryol-saratov.html;Орёл;Саратов;
https://city2city.ru/oryol-serpuxov.html;Орёл;Серпухов;
https://city2city.ru/oryol-severnyj.html;Орёл;посёлок городского типа Северный;
https://city2city.ru/oryol-staricza.html;Орёл;Старица;
https://city2city.ru/oryol-ufa.html;Орёл;Уфа;
